"","symbol","date","PX_LAST"
"1","BRLUSD Index",2014-01-02,0.4176
"2","BRLUSD Index",2014-01-03,0.4199
"3","BRLUSD Index",2014-01-06,0.4206
"4","BRLUSD Index",2014-01-07,0.4216
"5","BRLUSD Index",2014-01-08,0.418
"6","BRLUSD Index",2014-01-09,0.4183
"7","BRLUSD Index",2014-01-10,0.4223
"8","BRLUSD Index",2014-01-13,0.4243
"9","BRLUSD Index",2014-01-14,0.4249
"10","BRLUSD Index",2014-01-15,0.4245
"11","BRLUSD Index",2014-01-16,0.423
"12","BRLUSD Index",2014-01-17,0.4257
"13","BRLUSD Index",2014-01-20,0.4261
"14","BRLUSD Index",2014-01-21,0.4232
"15","BRLUSD Index",2014-01-22,0.4214
"16","BRLUSD Index",2014-01-23,0.4174
"17","BRLUSD Index",2014-01-24,0.4167
"18","BRLUSD Index",2014-01-27,0.4131
"19","BRLUSD Index",2014-01-28,0.4122
"20","BRLUSD Index",2014-01-29,0.4106
"21","BRLUSD Index",2014-01-30,0.415
"22","BRLUSD Index",2014-01-31,0.4143
"23","BRLUSD Index",2014-02-03,0.4108
"24","BRLUSD Index",2014-02-04,0.4158
"25","BRLUSD Index",2014-02-05,0.4169
"26","BRLUSD Index",2014-02-06,0.4192
"27","BRLUSD Index",2014-02-07,0.42
"28","BRLUSD Index",2014-02-10,0.4148
"29","BRLUSD Index",2014-02-11,0.4165
"30","BRLUSD Index",2014-02-12,0.4128
"31","BRLUSD Index",2014-02-13,0.4159
"32","BRLUSD Index",2014-02-14,0.419
"33","BRLUSD Index",2014-02-17,0.4183
"34","BRLUSD Index",2014-02-18,0.4174
"35","BRLUSD Index",2014-02-19,0.4178
"36","BRLUSD Index",2014-02-20,0.4219
"37","BRLUSD Index",2014-02-21,0.4262
"38","BRLUSD Index",2014-02-24,0.427
"39","BRLUSD Index",2014-02-25,0.427
"40","BRLUSD Index",2014-02-26,0.4255
"41","BRLUSD Index",2014-02-27,0.4286
"42","BRLUSD Index",2014-02-28,0.427
"43","BRLUSD Index",2014-03-05,0.4314
"44","BRLUSD Index",2014-03-06,0.4304
"45","BRLUSD Index",2014-03-07,0.4273
"46","BRLUSD Index",2014-03-10,0.4252
"47","BRLUSD Index",2014-03-11,0.423
"48","BRLUSD Index",2014-03-12,0.4242
"49","BRLUSD Index",2014-03-13,0.4227
"50","BRLUSD Index",2014-03-14,0.4255
"51","BRLUSD Index",2014-03-17,0.4257
"52","BRLUSD Index",2014-03-18,0.4274
"53","BRLUSD Index",2014-03-19,0.4259
"54","BRLUSD Index",2014-03-20,0.4298
"55","BRLUSD Index",2014-03-21,0.4302
"56","BRLUSD Index",2014-03-24,0.4308
"57","BRLUSD Index",2014-03-25,0.4327
"58","BRLUSD Index",2014-03-26,0.4341
"59","BRLUSD Index",2014-03-27,0.4425
"60","BRLUSD Index",2014-03-28,0.442
"61","BRLUSD Index",2014-03-31,0.4403
"62","BRLUSD Index",2014-04-01,0.4419
"63","BRLUSD Index",2014-04-02,0.4406
"64","BRLUSD Index",2014-04-03,0.4385
"65","BRLUSD Index",2014-04-04,0.4459
"66","BRLUSD Index",2014-04-07,0.4509
"67","BRLUSD Index",2014-04-08,0.4542
"68","BRLUSD Index",2014-04-09,0.4548
"69","BRLUSD Index",2014-04-10,0.4559
"70","BRLUSD Index",2014-04-11,0.4508
"71","BRLUSD Index",2014-04-14,0.4514
"72","BRLUSD Index",2014-04-15,0.4479
"73","BRLUSD Index",2014-04-16,0.4459
"74","BRLUSD Index",2014-04-17,0.4471
"75","BRLUSD Index",2014-04-18,0.4471
"76","BRLUSD Index",2014-04-22,0.4469
"77","BRLUSD Index",2014-04-23,0.4496
"78","BRLUSD Index",2014-04-24,0.4518
"79","BRLUSD Index",2014-04-25,0.4459
"80","BRLUSD Index",2014-04-28,0.4497
"81","BRLUSD Index",2014-04-29,0.4476
"82","BRLUSD Index",2014-04-30,0.4487
"83","BRLUSD Index",2014-05-01,0.4479
"84","BRLUSD Index",2014-05-02,0.4501
"85","BRLUSD Index",2014-05-05,0.4458
"86","BRLUSD Index",2014-05-06,0.4489
"87","BRLUSD Index",2014-05-07,0.451
"88","BRLUSD Index",2014-05-08,0.4516
"89","BRLUSD Index",2014-05-09,0.4518
"90","BRLUSD Index",2014-05-12,0.4514
"91","BRLUSD Index",2014-05-13,0.4515
"92","BRLUSD Index",2014-05-14,0.4541
"93","BRLUSD Index",2014-05-15,0.4507
"94","BRLUSD Index",2014-05-16,0.4516
"95","BRLUSD Index",2014-05-19,0.4529
"96","BRLUSD Index",2014-05-20,0.4513
"97","BRLUSD Index",2014-05-21,0.4527
"98","BRLUSD Index",2014-05-22,0.4514
"99","BRLUSD Index",2014-05-23,0.4498
"100","BRLUSD Index",2014-05-26,0.4495
"101","BRLUSD Index",2014-05-27,0.4465
"102","BRLUSD Index",2014-05-28,0.4477
"103","BRLUSD Index",2014-05-29,0.4496
"104","BRLUSD Index",2014-05-30,0.4462
"105","BRLUSD Index",2014-06-02,0.4393
"106","BRLUSD Index",2014-06-03,0.4386
"107","BRLUSD Index",2014-06-04,0.4383
"108","BRLUSD Index",2014-06-05,0.4415
"109","BRLUSD Index",2014-06-06,0.4448
"110","BRLUSD Index",2014-06-09,0.4486
"111","BRLUSD Index",2014-06-10,0.4498
"112","BRLUSD Index",2014-06-11,0.4473
"113","BRLUSD Index",2014-06-12,0.4473
"114","BRLUSD Index",2014-06-13,0.4496
"115","BRLUSD Index",2014-06-16,0.4474
"116","BRLUSD Index",2014-06-17,0.4421
"117","BRLUSD Index",2014-06-18,0.4489
"118","BRLUSD Index",2014-06-19,0.4477
"119","BRLUSD Index",2014-06-20,0.4482
"120","BRLUSD Index",2014-06-23,0.451
"121","BRLUSD Index",2014-06-24,0.4496
"122","BRLUSD Index",2014-06-25,0.4529
"123","BRLUSD Index",2014-06-26,0.4549
"124","BRLUSD Index",2014-06-27,0.4557
"125","BRLUSD Index",2014-06-30,0.4518
"126","BRLUSD Index",2014-07-01,0.4542
"127","BRLUSD Index",2014-07-02,0.45
"128","BRLUSD Index",2014-07-03,0.4521
"129","BRLUSD Index",2014-07-04,0.4519
"130","BRLUSD Index",2014-07-07,0.4501
"131","BRLUSD Index",2014-07-08,0.4515
"132","BRLUSD Index",2014-07-09,0.4515
"133","BRLUSD Index",2014-07-10,0.4506
"134","BRLUSD Index",2014-07-11,0.4501
"135","BRLUSD Index",2014-07-14,0.4518
"136","BRLUSD Index",2014-07-15,0.4507
"137","BRLUSD Index",2014-07-16,0.4497
"138","BRLUSD Index",2014-07-17,0.4439
"139","BRLUSD Index",2014-07-18,0.4491
"140","BRLUSD Index",2014-07-21,0.45
"141","BRLUSD Index",2014-07-22,0.452
"142","BRLUSD Index",2014-07-23,0.4506
"143","BRLUSD Index",2014-07-24,0.4501
"144","BRLUSD Index",2014-07-25,0.4485
"145","BRLUSD Index",2014-07-28,0.4498
"146","BRLUSD Index",2014-07-29,0.4483
"147","BRLUSD Index",2014-07-30,0.4454
"148","BRLUSD Index",2014-07-31,0.4418
"149","BRLUSD Index",2014-08-01,0.4428
"150","BRLUSD Index",2014-08-04,0.4426
"151","BRLUSD Index",2014-08-05,0.438
"152","BRLUSD Index",2014-08-06,0.44
"153","BRLUSD Index",2014-08-07,0.4358
"154","BRLUSD Index",2014-08-08,0.4381
"155","BRLUSD Index",2014-08-11,0.4396
"156","BRLUSD Index",2014-08-12,0.4398
"157","BRLUSD Index",2014-08-13,0.4384
"158","BRLUSD Index",2014-08-14,0.4411
"159","BRLUSD Index",2014-08-15,0.4423
"160","BRLUSD Index",2014-08-18,0.4426
"161","BRLUSD Index",2014-08-19,0.4445
"162","BRLUSD Index",2014-08-20,0.442
"163","BRLUSD Index",2014-08-21,0.4407
"164","BRLUSD Index",2014-08-22,0.4388
"165","BRLUSD Index",2014-08-25,0.437
"166","BRLUSD Index",2014-08-26,0.442
"167","BRLUSD Index",2014-08-27,0.4424
"168","BRLUSD Index",2014-08-28,0.4463
"169","BRLUSD Index",2014-08-29,0.4467
"170","BRLUSD Index",2014-09-01,0.4452
"171","BRLUSD Index",2014-09-02,0.4457
"172","BRLUSD Index",2014-09-03,0.4471
"173","BRLUSD Index",2014-09-04,0.4461
"174","BRLUSD Index",2014-09-05,0.4456
"175","BRLUSD Index",2014-09-08,0.4409
"176","BRLUSD Index",2014-09-09,0.4376
"177","BRLUSD Index",2014-09-10,0.4357
"178","BRLUSD Index",2014-09-11,0.4353
"179","BRLUSD Index",2014-09-12,0.4276
"180","BRLUSD Index",2014-09-15,0.4274
"181","BRLUSD Index",2014-09-16,0.43
"182","BRLUSD Index",2014-09-17,0.4242
"183","BRLUSD Index",2014-09-18,0.4228
"184","BRLUSD Index",2014-09-19,0.4223
"185","BRLUSD Index",2014-09-22,0.417
"186","BRLUSD Index",2014-09-23,0.4146
"187","BRLUSD Index",2014-09-24,0.4187
"188","BRLUSD Index",2014-09-25,0.4123
"189","BRLUSD Index",2014-09-26,0.4133
"190","BRLUSD Index",2014-09-29,0.408
"191","BRLUSD Index",2014-09-30,0.409
"192","BRLUSD Index",2014-10-01,0.4029
"193","BRLUSD Index",2014-10-02,0.4007
"194","BRLUSD Index",2014-10-03,0.4042
"195","BRLUSD Index",2014-10-06,0.412
"196","BRLUSD Index",2014-10-07,0.4165
"197","BRLUSD Index",2014-10-08,0.4196
"198","BRLUSD Index",2014-10-09,0.4173
"199","BRLUSD Index",2014-10-10,0.4139
"200","BRLUSD Index",2014-10-13,0.4177
"201","BRLUSD Index",2014-10-14,0.4165
"202","BRLUSD Index",2014-10-15,0.407
"203","BRLUSD Index",2014-10-16,0.4045
"204","BRLUSD Index",2014-10-17,0.4097
"205","BRLUSD Index",2014-10-20,0.4057
"206","BRLUSD Index",2014-10-21,0.4032
"207","BRLUSD Index",2014-10-22,0.4017
"208","BRLUSD Index",2014-10-23,0.3981
"209","BRLUSD Index",2014-10-24,0.4052
"210","BRLUSD Index",2014-10-27,0.3965
"211","BRLUSD Index",2014-10-28,0.4032
"212","BRLUSD Index",2014-10-29,0.4075
"213","BRLUSD Index",2014-10-30,0.4159
"214","BRLUSD Index",2014-10-31,0.4049
"215","BRLUSD Index",2014-11-03,0.4005
"216","BRLUSD Index",2014-11-04,0.3985
"217","BRLUSD Index",2014-11-05,0.399
"218","BRLUSD Index",2014-11-06,0.3921
"219","BRLUSD Index",2014-11-07,0.3909
"220","BRLUSD Index",2014-11-10,0.3926
"221","BRLUSD Index",2014-11-11,0.391
"222","BRLUSD Index",2014-11-12,0.3907
"223","BRLUSD Index",2014-11-13,0.3856
"224","BRLUSD Index",2014-11-14,0.3844
"225","BRLUSD Index",2014-11-17,0.3834
"226","BRLUSD Index",2014-11-18,0.3869
"227","BRLUSD Index",2014-11-19,0.3887
"228","BRLUSD Index",2014-11-20,0.3886
"229","BRLUSD Index",2014-11-21,0.3976
"230","BRLUSD Index",2014-11-24,0.3922
"231","BRLUSD Index",2014-11-25,0.395
"232","BRLUSD Index",2014-11-26,0.3998
"233","BRLUSD Index",2014-11-27,0.3948
"234","BRLUSD Index",2014-11-28,0.3898
"235","BRLUSD Index",2014-12-01,0.3912
"236","BRLUSD Index",2014-12-02,0.3891
"237","BRLUSD Index",2014-12-03,0.3917
"238","BRLUSD Index",2014-12-04,0.386
"239","BRLUSD Index",2014-12-05,0.3862
"240","BRLUSD Index",2014-12-08,0.3846
"241","BRLUSD Index",2014-12-09,0.3857
"242","BRLUSD Index",2014-12-10,0.3822
"243","BRLUSD Index",2014-12-11,0.3774
"244","BRLUSD Index",2014-12-12,0.3767
"245","BRLUSD Index",2014-12-15,0.3711
"246","BRLUSD Index",2014-12-16,0.3653
"247","BRLUSD Index",2014-12-17,0.3692
"248","BRLUSD Index",2014-12-18,0.3765
"249","BRLUSD Index",2014-12-19,0.376
"250","BRLUSD Index",2014-12-22,0.3753
"251","BRLUSD Index",2014-12-23,0.3696
"252","BRLUSD Index",2014-12-24,0.3711
"253","BRLUSD Index",2014-12-26,0.3747
"254","BRLUSD Index",2014-12-29,0.37
"255","BRLUSD Index",2014-12-30,0.3778
"256","BRLUSD Index",2014-12-31,0.3773
"257","BRLUSD Index",2015-01-01,0.3778
"258","BRLUSD Index",2015-01-02,0.371
"259","BRLUSD Index",2015-01-05,0.3669
"260","BRLUSD Index",2015-01-06,0.3707
"261","BRLUSD Index",2015-01-07,0.3712
"262","BRLUSD Index",2015-01-08,0.3746
"263","BRLUSD Index",2015-01-09,0.3792
"264","BRLUSD Index",2015-01-12,0.3751
"265","BRLUSD Index",2015-01-13,0.3786
"266","BRLUSD Index",2015-01-14,0.3823
"267","BRLUSD Index",2015-01-15,0.3791
"268","BRLUSD Index",2015-01-16,0.3815
"269","BRLUSD Index",2015-01-19,0.377
"270","BRLUSD Index",2015-01-20,0.3825
"271","BRLUSD Index",2015-01-21,0.3833
"272","BRLUSD Index",2015-01-22,0.3893
"273","BRLUSD Index",2015-01-23,0.3872
"274","BRLUSD Index",2015-01-26,0.3869
"275","BRLUSD Index",2015-01-27,0.3886
"276","BRLUSD Index",2015-01-28,0.388
"277","BRLUSD Index",2015-01-29,0.3835
"278","BRLUSD Index",2015-01-30,0.3728
"279","BRLUSD Index",2015-02-02,0.3668
"280","BRLUSD Index",2015-02-03,0.3711
"281","BRLUSD Index",2015-02-04,0.3644
"282","BRLUSD Index",2015-02-05,0.3648
"283","BRLUSD Index",2015-02-06,0.3599
"284","BRLUSD Index",2015-02-09,0.3609
"285","BRLUSD Index",2015-02-10,0.3528
"286","BRLUSD Index",2015-02-11,0.3485
"287","BRLUSD Index",2015-02-12,0.3544
"288","BRLUSD Index",2015-02-13,0.3528
"289","BRLUSD Index",2015-02-18,0.3524
"290","BRLUSD Index",2015-02-19,0.3489
"291","BRLUSD Index",2015-02-20,0.3487
"292","BRLUSD Index",2015-02-23,0.3473
"293","BRLUSD Index",2015-02-24,0.353
"294","BRLUSD Index",2015-02-25,0.3478
"295","BRLUSD Index",2015-02-26,0.3439
"296","BRLUSD Index",2015-02-27,0.3502
"297","BRLUSD Index",2015-03-02,0.3453
"298","BRLUSD Index",2015-03-03,0.3412
"299","BRLUSD Index",2015-03-04,0.3353
"300","BRLUSD Index",2015-03-05,0.3329
"301","BRLUSD Index",2015-03-06,0.3266
"302","BRLUSD Index",2015-03-09,0.3203
"303","BRLUSD Index",2015-03-10,0.3223
"304","BRLUSD Index",2015-03-11,0.3197
"305","BRLUSD Index",2015-03-12,0.3159
"306","BRLUSD Index",2015-03-13,0.3078
"307","BRLUSD Index",2015-03-16,0.3081
"308","BRLUSD Index",2015-03-17,0.3086
"309","BRLUSD Index",2015-03-18,0.3114
"310","BRLUSD Index",2015-03-19,0.3038
"311","BRLUSD Index",2015-03-20,0.3095
"312","BRLUSD Index",2015-03-23,0.3192
"313","BRLUSD Index",2015-03-24,0.3186
"314","BRLUSD Index",2015-03-25,0.3124
"315","BRLUSD Index",2015-03-26,0.314
"316","BRLUSD Index",2015-03-27,0.3079
"317","BRLUSD Index",2015-03-30,0.3096
"318","BRLUSD Index",2015-03-31,0.3128
"319","BRLUSD Index",2015-04-01,0.316
"320","BRLUSD Index",2015-04-02,0.32
"321","BRLUSD Index",2015-04-03,0.3203
"322","BRLUSD Index",2015-04-06,0.3198
"323","BRLUSD Index",2015-04-07,0.3195
"324","BRLUSD Index",2015-04-08,0.328
"325","BRLUSD Index",2015-04-09,0.3271
"326","BRLUSD Index",2015-04-10,0.3251
"327","BRLUSD Index",2015-04-13,0.3203
"328","BRLUSD Index",2015-04-14,0.3265
"329","BRLUSD Index",2015-04-15,0.3302
"330","BRLUSD Index",2015-04-16,0.3311
"331","BRLUSD Index",2015-04-17,0.329
"332","BRLUSD Index",2015-04-20,0.3299
"333","BRLUSD Index",2015-04-21,0.3297
"334","BRLUSD Index",2015-04-22,0.3322
"335","BRLUSD Index",2015-04-23,0.3367
"336","BRLUSD Index",2015-04-24,0.3389
"337","BRLUSD Index",2015-04-27,0.3428
"338","BRLUSD Index",2015-04-28,0.3402
"339","BRLUSD Index",2015-04-29,0.3377
"340","BRLUSD Index",2015-04-30,0.3316
"341","BRLUSD Index",2015-05-01,0.3318
"342","BRLUSD Index",2015-05-04,0.3241
"343","BRLUSD Index",2015-05-05,0.3271
"344","BRLUSD Index",2015-05-06,0.3296
"345","BRLUSD Index",2015-05-07,0.3306
"346","BRLUSD Index",2015-05-08,0.3361
"347","BRLUSD Index",2015-05-11,0.3267
"348","BRLUSD Index",2015-05-12,0.3312
"349","BRLUSD Index",2015-05-13,0.329
"350","BRLUSD Index",2015-05-14,0.334
"351","BRLUSD Index",2015-05-15,0.3337
"352","BRLUSD Index",2015-05-18,0.3326
"353","BRLUSD Index",2015-05-19,0.3291
"354","BRLUSD Index",2015-05-20,0.3331
"355","BRLUSD Index",2015-05-21,0.3291
"356","BRLUSD Index",2015-05-22,0.3233
"357","BRLUSD Index",2015-05-25,0.3227
"358","BRLUSD Index",2015-05-26,0.3171
"359","BRLUSD Index",2015-05-27,0.3185
"360","BRLUSD Index",2015-05-28,0.3162
"361","BRLUSD Index",2015-05-29,0.3145
"362","BRLUSD Index",2015-06-01,0.3154
"363","BRLUSD Index",2015-06-02,0.3194
"364","BRLUSD Index",2015-06-03,0.3189
"365","BRLUSD Index",2015-06-05,0.3175
"366","BRLUSD Index",2015-06-08,0.3212
"367","BRLUSD Index",2015-06-09,0.3229
"368","BRLUSD Index",2015-06-10,0.3207
"369","BRLUSD Index",2015-06-11,0.3237
"370","BRLUSD Index",2015-06-12,0.3206
"371","BRLUSD Index",2015-06-15,0.3199
"372","BRLUSD Index",2015-06-16,0.3237
"373","BRLUSD Index",2015-06-17,0.3275
"374","BRLUSD Index",2015-06-18,0.3269
"375","BRLUSD Index",2015-06-19,0.3228
"376","BRLUSD Index",2015-06-22,0.3246
"377","BRLUSD Index",2015-06-23,0.3251
"378","BRLUSD Index",2015-06-24,0.3229
"379","BRLUSD Index",2015-06-25,0.3197
"380","BRLUSD Index",2015-06-26,0.3196
"381","BRLUSD Index",2015-06-29,0.3208
"382","BRLUSD Index",2015-06-30,0.3222
"383","BRLUSD Index",2015-07-01,0.3176
"384","BRLUSD Index",2015-07-02,0.3227
"385","BRLUSD Index",2015-07-03,0.319
"386","BRLUSD Index",2015-07-06,0.3188
"387","BRLUSD Index",2015-07-07,0.3139
"388","BRLUSD Index",2015-07-08,0.3089
"389","BRLUSD Index",2015-07-09,0.3105
"390","BRLUSD Index",2015-07-10,0.3166
"391","BRLUSD Index",2015-07-13,0.3191
"392","BRLUSD Index",2015-07-14,0.3185
"393","BRLUSD Index",2015-07-15,0.3185
"394","BRLUSD Index",2015-07-16,0.3168
"395","BRLUSD Index",2015-07-17,0.3136
"396","BRLUSD Index",2015-07-20,0.3128
"397","BRLUSD Index",2015-07-21,0.3153
"398","BRLUSD Index",2015-07-22,0.3102
"399","BRLUSD Index",2015-07-23,0.3043
"400","BRLUSD Index",2015-07-24,0.2982
"401","BRLUSD Index",2015-07-27,0.2973
"402","BRLUSD Index",2015-07-28,0.2979
"403","BRLUSD Index",2015-07-29,0.3002
"404","BRLUSD Index",2015-07-30,0.2965
"405","BRLUSD Index",2015-07-31,0.2923
"406","BRLUSD Index",2015-08-03,0.2898
"407","BRLUSD Index",2015-08-04,0.2881
"408","BRLUSD Index",2015-08-05,0.2869
"409","BRLUSD Index",2015-08-06,0.2828
"410","BRLUSD Index",2015-08-07,0.2851
"411","BRLUSD Index",2015-08-10,0.291
"412","BRLUSD Index",2015-08-11,0.2879
"413","BRLUSD Index",2015-08-12,0.2873
"414","BRLUSD Index",2015-08-13,0.2841
"415","BRLUSD Index",2015-08-14,0.2871
"416","BRLUSD Index",2015-08-17,0.2873
"417","BRLUSD Index",2015-08-18,0.2884
"418","BRLUSD Index",2015-08-19,0.2863
"419","BRLUSD Index",2015-08-20,0.2889
"420","BRLUSD Index",2015-08-21,0.2856
"421","BRLUSD Index",2015-08-24,0.2814
"422","BRLUSD Index",2015-08-25,0.2765
"423","BRLUSD Index",2015-08-26,0.2781
"424","BRLUSD Index",2015-08-27,0.2814
"425","BRLUSD Index",2015-08-28,0.2793
"426","BRLUSD Index",2015-08-31,0.2761
"427","BRLUSD Index",2015-09-01,0.2701
"428","BRLUSD Index",2015-09-02,0.2661
"429","BRLUSD Index",2015-09-03,0.2674
"430","BRLUSD Index",2015-09-04,0.2602
"431","BRLUSD Index",2015-09-08,0.2618
"432","BRLUSD Index",2015-09-09,0.2644
"433","BRLUSD Index",2015-09-10,0.2597
"434","BRLUSD Index",2015-09-11,0.2584
"435","BRLUSD Index",2015-09-14,0.262
"436","BRLUSD Index",2015-09-15,0.2589
"437","BRLUSD Index",2015-09-16,0.261
"438","BRLUSD Index",2015-09-17,0.2565
"439","BRLUSD Index",2015-09-18,0.2535
"440","BRLUSD Index",2015-09-21,0.2509
"441","BRLUSD Index",2015-09-22,0.247
"442","BRLUSD Index",2015-09-23,0.2393
"443","BRLUSD Index",2015-09-24,0.2522
"444","BRLUSD Index",2015-09-25,0.2517
"445","BRLUSD Index",2015-09-28,0.2433
"446","BRLUSD Index",2015-09-29,0.2461
"447","BRLUSD Index",2015-09-30,0.2533
"448","BRLUSD Index",2015-10-01,0.2494
"449","BRLUSD Index",2015-10-02,0.2543
"450","BRLUSD Index",2015-10-05,0.2556
"451","BRLUSD Index",2015-10-06,0.2595
"452","BRLUSD Index",2015-10-07,0.2573
"453","BRLUSD Index",2015-10-08,0.2643
"454","BRLUSD Index",2015-10-09,0.2658
"455","BRLUSD Index",2015-10-13,0.2569
"456","BRLUSD Index",2015-10-14,0.2624
"457","BRLUSD Index",2015-10-15,0.2631
"458","BRLUSD Index",2015-10-16,0.2548
"459","BRLUSD Index",2015-10-19,0.2573
"460","BRLUSD Index",2015-10-20,0.2559
"461","BRLUSD Index",2015-10-21,0.2537
"462","BRLUSD Index",2015-10-22,0.2558
"463","BRLUSD Index",2015-10-23,0.2577
"464","BRLUSD Index",2015-10-26,0.256
"465","BRLUSD Index",2015-10-27,0.2572
"466","BRLUSD Index",2015-10-28,0.2558
"467","BRLUSD Index",2015-10-29,0.2597
"468","BRLUSD Index",2015-10-30,0.2593
"469","BRLUSD Index",2015-11-03,0.2652
"470","BRLUSD Index",2015-11-04,0.2631
"471","BRLUSD Index",2015-11-05,0.2646
"472","BRLUSD Index",2015-11-06,0.2652
"473","BRLUSD Index",2015-11-09,0.2632
"474","BRLUSD Index",2015-11-10,0.2666
"475","BRLUSD Index",2015-11-11,0.2657
"476","BRLUSD Index",2015-11-12,0.2652
"477","BRLUSD Index",2015-11-13,0.26
"478","BRLUSD Index",2015-11-16,0.2618
"479","BRLUSD Index",2015-11-17,0.2625
"480","BRLUSD Index",2015-11-18,0.2655
"481","BRLUSD Index",2015-11-19,0.2689
"482","BRLUSD Index",2015-11-20,0.2699
"483","BRLUSD Index",2015-11-23,0.2679
"484","BRLUSD Index",2015-11-24,0.2702
"485","BRLUSD Index",2015-11-25,0.2671
"486","BRLUSD Index",2015-11-26,0.2672
"487","BRLUSD Index",2015-11-27,0.26
"488","BRLUSD Index",2015-11-30,0.2585
"489","BRLUSD Index",2015-12-01,0.2592
"490","BRLUSD Index",2015-12-02,0.2608
"491","BRLUSD Index",2015-12-03,0.266
"492","BRLUSD Index",2015-12-04,0.2665
"493","BRLUSD Index",2015-12-07,0.2654
"494","BRLUSD Index",2015-12-08,0.2634
"495","BRLUSD Index",2015-12-09,0.2667
"496","BRLUSD Index",2015-12-10,0.2623
"497","BRLUSD Index",2015-12-11,0.2582
"498","BRLUSD Index",2015-12-14,0.2579
"499","BRLUSD Index",2015-12-15,0.2582
"500","BRLUSD Index",2015-12-16,0.2574
"501","BRLUSD Index",2015-12-17,0.2578
"502","BRLUSD Index",2015-12-18,0.2511
"503","BRLUSD Index",2015-12-21,0.2492
"504","BRLUSD Index",2015-12-22,0.2506
"505","BRLUSD Index",2015-12-23,0.2537
"506","BRLUSD Index",2015-12-24,0.2535
"507","BRLUSD Index",2015-12-28,0.2592
"508","BRLUSD Index",2015-12-29,0.2587
"509","BRLUSD Index",2015-12-30,0.2525
"510","BRLUSD Index",2015-12-31,0.2525
"511","BRLUSD Index",2016-01-04,0.2475
"512","BRLUSD Index",2016-01-05,0.2495
"513","BRLUSD Index",2016-01-06,0.2485
"514","BRLUSD Index",2016-01-07,0.2471
"515","BRLUSD Index",2016-01-08,0.2484
"516","BRLUSD Index",2016-01-11,0.2467
"517","BRLUSD Index",2016-01-12,0.2482
"518","BRLUSD Index",2016-01-13,0.249
"519","BRLUSD Index",2016-01-14,0.25
"520","BRLUSD Index",2016-01-15,0.247
"521","BRLUSD Index",2016-01-18,0.2466
"522","BRLUSD Index",2016-01-19,0.2461
"523","BRLUSD Index",2016-01-20,0.2441
"524","BRLUSD Index",2016-01-21,0.2405
"525","BRLUSD Index",2016-01-22,0.2442
"526","BRLUSD Index",2016-01-25,0.2445
"527","BRLUSD Index",2016-01-26,0.2468
"528","BRLUSD Index",2016-01-27,0.2434
"529","BRLUSD Index",2016-01-28,0.2457
"530","BRLUSD Index",2016-01-29,0.25
"531","BRLUSD Index",2016-02-01,0.2524
"532","BRLUSD Index",2016-02-02,0.2508
"533","BRLUSD Index",2016-02-03,0.2567
"534","BRLUSD Index",2016-02-04,0.2572
"535","BRLUSD Index",2016-02-05,0.2562
"536","BRLUSD Index",2016-02-10,0.2546
"537","BRLUSD Index",2016-02-11,0.2503
"538","BRLUSD Index",2016-02-12,0.2498
"539","BRLUSD Index",2016-02-15,0.2496
"540","BRLUSD Index",2016-02-16,0.2457
"541","BRLUSD Index",2016-02-17,0.2509
"542","BRLUSD Index",2016-02-18,0.2483
"543","BRLUSD Index",2016-02-19,0.2486
"544","BRLUSD Index",2016-02-22,0.2534
"545","BRLUSD Index",2016-02-23,0.2527
"546","BRLUSD Index",2016-02-24,0.2526
"547","BRLUSD Index",2016-02-25,0.2528
"548","BRLUSD Index",2016-02-26,0.2503
"549","BRLUSD Index",2016-02-29,0.2489
"550","BRLUSD Index",2016-03-01,0.2546
"551","BRLUSD Index",2016-03-02,0.2569
"552","BRLUSD Index",2016-03-03,0.2632
"553","BRLUSD Index",2016-03-04,0.266
"554","BRLUSD Index",2016-03-07,0.2643
"555","BRLUSD Index",2016-03-08,0.2663
"556","BRLUSD Index",2016-03-09,0.2714
"557","BRLUSD Index",2016-03-10,0.2761
"558","BRLUSD Index",2016-03-11,0.2791
"559","BRLUSD Index",2016-03-14,0.2733
"560","BRLUSD Index",2016-03-15,0.2654
"561","BRLUSD Index",2016-03-16,0.2672
"562","BRLUSD Index",2016-03-17,0.2757
"563","BRLUSD Index",2016-03-18,0.2758
"564","BRLUSD Index",2016-03-21,0.2764
"565","BRLUSD Index",2016-03-22,0.2794
"566","BRLUSD Index",2016-03-23,0.2715
"567","BRLUSD Index",2016-03-24,0.2718
"568","BRLUSD Index",2016-03-25,0.2718
"569","BRLUSD Index",2016-03-28,0.2756
"570","BRLUSD Index",2016-03-29,0.2748
"571","BRLUSD Index",2016-03-30,0.2776
"572","BRLUSD Index",2016-03-31,0.2784
"573","BRLUSD Index",2016-04-01,0.2814
"574","BRLUSD Index",2016-04-04,0.276
"575","BRLUSD Index",2016-04-05,0.2719
"576","BRLUSD Index",2016-04-06,0.2746
"577","BRLUSD Index",2016-04-07,0.2711
"578","BRLUSD Index",2016-04-08,0.2787
"579","BRLUSD Index",2016-04-11,0.2863
"580","BRLUSD Index",2016-04-12,0.2865
"581","BRLUSD Index",2016-04-13,0.2858
"582","BRLUSD Index",2016-04-14,0.2871
"583","BRLUSD Index",2016-04-15,0.2831
"584","BRLUSD Index",2016-04-18,0.2765
"585","BRLUSD Index",2016-04-19,0.2831
