"Data","France_long_est6_hp1","France_ls_est6_hp1","France_long_est6_hp3","France_ls_est6_hp3","France_long_est12_hp1","France_ls_est12_hp1","France_long_est12_hp3","France_ls_est12_hp3","CAC.Index","GFRN10.Index","UK_long_est6_hp1","UK_ls_est6_hp1","UK_long_est6_hp3","UK_ls_est6_hp3","UK_long_est12_hp1","UK_ls_est12_hp1","UK_long_est12_hp3","UK_ls_est12_hp3","UKX.Index","GUKG10.Index","Brazil_long_est6_hp1","Brazil_ls_est6_hp1","Brazil_long_est6_hp3","Brazil_ls_est6_hp3","Brazil_long_est12_hp1","Brazil_ls_est12_hp1","Brazil_long_est12_hp3","Brazil_ls_est12_hp3","IBOV.Index","GEBR10Y.Index","Germany_long_est6_hp1","Germany_ls_est6_hp1","Germany_long_est6_hp3","Germany_ls_est6_hp3","Germany_long_est12_hp1","Germany_ls_est12_hp1","Germany_long_est12_hp3","Germany_ls_est12_hp3","DAX.Index","GDBR10.Index","USA_long_est6_hp1","USA_ls_est6_hp1","USA_long_est6_hp3","USA_ls_est6_hp3","USA_long_est12_hp1","USA_ls_est12_hp1","USA_long_est12_hp3","USA_ls_est12_hp3","SPX.Index","USGG10YR.Index"
2014-01-02,-0.0160548219902311,-0.00274164531066845,-0.0160548219902311,-0.00274164531066845,-0.00836461649852061,0.00785623258971579,-0.00836461649852061,0.00785623258971579,-0.0159848229146056,0.00020044414100648,-0.000692068455218853,0.00499090065759289,-0.000692068455218853,0.00499090065759289,-0.000813609795989323,0.00705748115282889,-0.000813609795989323,0.00705748115282889,-0.00461988208780744,0.00023650921579709,-0.0207002204970536,0.00200409783000133,-0.0207002204970536,0.00200409783000133,-0.010296604984619,0.0204642747006075,-0.010296604984619,0.0204642747006075,-0.0226356703528826,0.00122983030953322,-0.0156670074395849,0.000344497211087313,-0.0156670074395849,0.000344497211087313,-0.0134190310624468,0.0095807627718163,-0.0134190310624468,0.0095807627718163,-0.0159251938828494,0.00022794915720433,-0.00821491302095956,-0.00803289472175639,-0.00821491302095956,-0.000618490642860237,-0.00811126920413519,-0.000140227958422279,-0.00811126920413519,-0.000140227958422279,-0.00886191001752899,0.00023528383203695
2014-01-03,0.00488364037099709,0.000904737637963171,0.00488364037099709,0.000904737637963171,0.0063436496045417,0.00146849095069013,0.0063436496045417,0.00146849095069013,0.00481870138718038,9.98881120643919e-05,0.00864245955558895,0.00396614227398473,0.00864245955558895,0.00396614227398473,0.0107765743643728,0.00856710001820038,0.0107765743643728,0.00856710001820038,0.00189940025990229,0.00011822835670611,0.0158088334773345,-0.0183465840148409,0.0158088334773345,-0.0183465840148409,0.00337720254344975,-0.0323455183319328,0.00337720254344975,-0.0323455183319328,0.0127092466821476,0.00040977549761666,0.00207558241481065,-0.00848618610202512,0.00207558241481065,-0.00848618610202512,0.00386668426222303,-0.00497565090390606,0.00386668426222303,-0.00497565090390606,0.00373509048897651,7.6405525586553e-05,0.000759393577857814,0.000675970414737215,0.000759393577857814,0.000952939494475502,0.00178171030422103,0.00219420091797706,0.00178171030422103,0.00219420091797706,-0.00033297306739163,0.00011710334626086
2014-01-06,-0.000264368549719785,0.00874150542016772,-0.000264368549719785,0.00874150542016772,0.00192000892021738,0.0105074823172314,0.00192000892021738,0.0105074823172314,-0.00473438254093432,9.89979117201636e-05,0.00511572687327932,0.00599951085627426,0.00511572687327932,0.00599951085627426,0.00669620657305137,0.0119271256585274,0.00669620657305137,0.0119271256585274,8.91441713818842e-06,0.00011622469255389,0.00207830154496524,0.0170655604458134,0.00207830154496524,0.0170655604458134,-0.00399286841681024,0.0145327948297852,-0.00399286841681024,0.0145327948297852,-0.00014711334200321,0.00040977549761657,-0.0022818027254965,0.000491522188077353,-0.0022818027254965,0.000491522188077353,0.00269516406508741,0.00119899804853008,0.00269516406508741,0.00119899804853008,-0.00075780459240177,7.49648997277076e-05,-0.00425412641587197,-0.00435401397576007,-0.00425412641587197,-0.000502290733513933,-0.00444153677998316,-6.60289472625974e-05,-0.00444153677998316,-6.60289472625974e-05,-0.00251178079798179,0.00011566965352307
2014-01-07,0.0210359466466263,0.0220455183256864,0.0210359466466263,0.0220455183256864,0.0172409981810677,0.0216957053028132,0.0172409981810677,0.0216957053028132,0.00831216262885752,9.77590411659852e-05,0.00506017995554764,0.00757829008260125,0.00506017995554764,0.00757829008260125,0.00478611469740797,0.00660026612636855,0.00478611469740797,0.00660026612636855,0.00367270712092154,0.00011537668508305,-0.010028346913437,-0.00333867555412259,-0.010028346913437,-0.00333867555412259,-0.00399661294046583,0.00837815473392878,-0.00399661294046583,0.00837815473392878,-0.0106643438956636,0.00040977549761664,0.00974137344691339,0.00589910117728087,0.00974137344691339,0.00589910117728087,0.00170239999699517,-0.000921797636463939,0.00170239999699517,-0.000921797636463939,0.00829444208739931,7.41470154371996e-05,0.00713071292388223,0.00645083831864834,0.00713071292388223,0.000462134979264617,0.00688792900431245,0.00150647819555894,0.00688792900431245,0.00150647819555894,0.0060817727464323,0.00011495646905701
2014-01-08,0.00672919244971282,0.0102049104286406,0.00672919244971282,0.0102049104286406,0.00770067446913481,0.00537695060059473,0.00770067446913481,0.00537695060059473,-0.00040350202220205,9.83785245926579e-05,-0.000572926137558105,0.010093719951384,-0.000572926137558105,0.010093719951384,-0.00180921770969411,0.00885242477013981,-0.00180921770969411,0.00885242477013981,-0.00498412392956799,0.00011626323406025,0.00204431687407114,-0.000166909764784506,0.00204431687407114,-0.000166909764784506,-0.00123407701930278,-0.00542524486730545,-0.00123407701930278,-0.00542524486730545,0.00290699980170531,0.00040977549761674,0.00261990405237067,-0.00680984480688074,0.00261990405237067,-0.00680984480688074,0.000745584764638707,-0.00858586282323137,0.000745584764638707,-0.00858586282323137,-0.00087942605878275,7.48480693931627e-05,0.00790778432181094,0.00834288679241724,0.00790778432181094,0.0128290112880807,0.0100128374692374,0.0148240014631281,0.0100128374692374,0.0148240014631281,-0.00021220101421208,0.0001168952615772
2014-01-09,-0.0111522246954373,0.0011105722261352,-0.0111522246954373,0.0011105722261352,-0.0108825585960564,-0.00524304513309737,-0.0108825585960564,-0.00524304513309737,-0.00840655626900973,0.00010077811356637,0.000500585911832996,0.00802695414709764,0.000500585911832996,0.00802695414709764,-0.000753984971815336,0.00729882923706771,-0.000753984971815336,0.00729882923706771,-0.00452856237484708,0.00011664862862028,-0.0159478889613835,-0.00225404010964025,-0.0159478889613835,-0.00225404010964025,-0.0199738360765611,0.00082435558966043,-0.0199738360765611,0.00082435558966043,-0.0248118695206875,0.0004097754976166,-0.00761036191710118,-0.0047140678147366,-0.00761036191710118,-0.0047140678147366,-0.00262413373836201,0.00242843348692934,-0.00262413373836201,0.00242843348692934,-0.00802603539331043,7.52764305394551e-05,0.00361614683904565,0.00316657287804079,0.00361614683904565,0.00198320845076561,0.00555037050915086,0.00354864033307156,0.00555037050915086,0.00354864033307156,0.00034830121524476,0.00011596260042415
2014-01-10,0.00244384294895483,-0.00627425045800778,0.00244384294895483,-0.00627425045800778,0.00837494478687106,0.00125872557808759,0.00837494478687106,0.00125872557808759,0.00602583583029202,9.81075124445212e-05,0.00367533932388198,-0.0103745829307162,0.00367533932388198,-0.0103745829307162,0.00435343813281452,-0.00766776604816677,0.00435343813281452,-0.00766776604816677,0.00726311919585605,0.00011240723686645,0.00612393507528153,-0.00123652379395245,0.00612393507528153,-0.00123652379395245,0.00330875647136075,-0.00573015279872768,0.00330875647136075,-0.00573015279872768,0.00759706173955894,0.00040977549761667,0.00326693600076711,-0.0168166652757236,0.00326693600076711,-0.0168166652757236,0.00806629191482111,0.00417919025791424,0.00806629191482111,0.00417919025791424,0.00547995512444255,7.24717759540327e-05,0.00424820417519856,0.00424669826440738,0.00424820417519856,-0.00100817139379528,0.00281885391591352,-0.00334297412374784,0.00281885391591352,-0.00334297412374784,0.00230669212732493,0.000111824656874
2014-01-13,0.0151692165992383,0.0138078099105672,0.0151692165992383,0.0138078099105672,0.00919406908227671,0.00175800169800566,0.00919406908227671,0.00175800169800566,0.00298075565802477,9.72943653814229e-05,0.00730069450847948,0.0070405113778178,0.00730069450847948,0.0070405113778178,0.00735511791941867,0.00623696576604527,0.00735511791941867,0.00623696576604527,0.00255343519378511,0.00011067081993991,-0.00422148247207543,-0.00488068175546719,-0.00422148247207543,-0.00488068175546719,-0.000138865153662904,-0.00452959819209231,-0.000138865153662904,-0.00452959819209231,-0.00542292801893095,0.00040977549761666,0.0124462244786927,0.00667102130504449,0.0124462244786927,0.00667102130504449,-0.0066275755928179,-0.0110568248716055,-0.0066275755928179,-0.0110568248716055,0.00389834945594119,7.14584986420431e-05,-0.0165944445475419,-0.0155110058213626,-0.0165944445475419,-0.00440751237538151,-0.0181842585205761,-0.00829317627249093,-0.0181842585205761,-0.00829317627249093,-0.0125761926214603,0.00011058204941131
2014-01-14,0.00054556775717618,-0.00102654153002302,0.00054556775717618,-0.00102654153002302,0.00164572667471696,0.00124386497886086,0.00164572667471696,0.00124386497886086,0.00256375974310784,9.66747133585366e-05,0.00474430369304524,0.00332544562354786,0.00474430369304524,0.00332544562354786,0.00449714157336456,0.0050895740838659,0.00449714157336456,0.0050895740838659,0.00143699636681146,0.00011090238592292,-0.00451540478686985,-0.0160766361218709,-0.00451540478686985,-0.0160766361218709,0.00626586143314922,-0.000372142057652347,0.00626586143314922,-0.000372142057652347,0.00558805023175633,0.0004097754976167,-0.00570256412132253,-0.013840358525974,-0.00570256412132253,-0.013840358525974,0.00618881719934428,-0.00538124398914697,0.00618881719934428,-0.00538124398914697,0.00319026894366769,7.13415654448322e-05,0.0128864535607531,0.0120668851797092,0.0128864535607531,0.00533296177879072,0.0114060020121383,0.00281127913351154,0.0114060020121383,0.00281127913351154,0.0108179419525066,0.00011232622090711
2014-01-15,0.0169052102293605,0.00850691432528583,0.0169052102293605,0.00850691432528583,0.0153443065045835,0.0106957500688341,0.0153443065045835,0.0106957500688341,0.0135393757896214,9.7216914148435e-05,0.00864611554232297,0.00860306032604718,0.00864611554232297,0.00860306032604718,0.00803625216616344,0.0084044965752551,0.00803625216616344,0.0084044965752551,0.00783228853559849,0.00011202143182843,0.00416892771322552,-0.00257688445363091,0.00416892771322552,-0.00257688445363091,0.00239673868889834,-0.00723419955679239,0.00239673868889834,-0.00723419955679239,0.00809406254338266,0.00040977549761662,0.0196058978681055,-0.0010847891103154,0.0196058978681055,-0.0010847891103154,0.0122331627214378,-0.00674805184306759,0.0122331627214378,-0.00674805184306759,0.0202609713736477,7.17703037236237e-05,0.00185136104896477,0.000781694232001806,0.00185136104896477,-0.00187916674677835,-0.000470028616949003,-0.00508817775852566,-0.000470028616949003,-0.00508817775852566,0.00516618811450448,0.00011310930618728
